Sample,cpd00254,cpd00063,cpd00205,cpd00034,cpd00030,cpd00149,cpd19013,cpd10515,cpd00058,cpd00099,cpd00048,cpd00009,cpd09225,cpd11574,cpd00131,cpd00547,cpd00104,cpd00393,cpd00263,cpd00220,cpd00218,cpd03424,cpd00541,cpd19112,cpd00971,cpd00244,cpd00443,cpd01079,cpd03387,cpd00305,cpd15574,cpd00240,cpd00067,cpd10393,cpd00074,cpd00011,cpd11640
G3,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5834202294056312,0,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5787278415015644,0.5834202294056312,0,0.5834202294056312,0,0,0.5818561001042756,0.5818561001042756,0.004171011470281541,0.5834202294056312,0.5688216892596457,0.5797705943691348,0,0,0.5834202294056312,0.5834202294056312,0.5547445255474456,0,0,0.5787278415015644,0.58029197080292,0,0.5834202294056312,0,0.0,0.5834202294056312,0.5834202294056312
H34,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4323586744639372,0.4487329434697852,0,0.4487329434697852,0,0,0.4487329434697852,0.4487329434697852,0.00272904483430799,0.44795321637426866,0.44795321637426866,0.4460038986354772,0,0,0.4487329434697852,0.4487329434697852,0.4269005847953212,0,0,0.4323586744639372,0.44366471734892743,0,0.4487329434697852,0,0.0,0.4487329434697852,0.4487329434697852
I34,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3830787309048178,0.3924794359576968,0,0.3924794359576968,0,0,0.3889541715628672,0.3924794359576968,0.0,0.390716803760282,0.3924794359576968,0.3889541715628672,0,0,0.3924794359576968,0.3924794359576968,0.37544065804935367,0,0,0.3830787309048178,0.38836662749706224,0,0.3924794359576968,0,0.0,0.3924794359576968,0.3924794359576968
J12,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2528987778125979,0,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2450642431839548,0.2528987778125979,0,0.2528987778125979,0,0,0.25133187088686926,0.2528987778125979,0.0009401441554371669,0.2475712942651206,0.24381071764337192,0.2265747414603572,0,0,0.2528987778125979,0.2528987778125979,0.21090567220307108,0,0,0.2450642431839548,0.2528987778125979,0,0.2528987778125979,0,0.0,0.2528987778125979,0.2528987778125979
J34,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3813319619439453,0,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3700179994857298,0.3813319619439453,0,0.3813319619439453,0,0,0.3749035741835956,0.3800462843918754,0.002314219593725893,0.37516070969400955,0.3707894060169718,0.3728464901002837,0,0,0.3813319619439453,0.3800462843918754,0.3512471072255086,0,0,0.36873232193365985,0.37464643867318165,0,0.3813319619439453,0,0.0,0.3813319619439453,0.3813319619439453
K12,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11690694626474418,0.11821756225425925,0,0.11821756225425925,0,0,0.11821756225425925,0.11743119266055022,0.0026212319790301364,0.11480996068152007,0.113237221494102,0.11009174311926583,0,0,0.11821756225425925,0.11821756225425925,0.10720838794233267,0,0,0.11690694626474418,0.11349934469200501,0,0.11821756225425925,0,0.0,0.11821756225425925,0.11821756225425925
L12,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.2193007801213521,0,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.21756717711644022,0.2193007801213521,0,0.2193007801213521,0,0,0.21641144177983232,0.21641144177983232,0.00953481652701532,0.20658769141866498,0.2094770297601848,0.1664258884715399,0,0,0.2193007801213521,0.21641144177983232,0.1568910719445246,0,0,0.21467783877492044,0.20832129442357689,0,0.2193007801213521,0,0.0,0.2193007801213521,0.2193007801213521
M12,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5193086686470428,0.5201188225762894,0,0.5201188225762894,0,0,0.5201188225762894,0.5201188225762894,0.0056710775047258966,0.5187685660275452,0.5187685660275452,0.4431541992978666,0,0,0.5201188225762894,0.5201188225762894,0.4380232244126384,0,0,0.5193086686470428,0.5176883607885497,0,0.5201188225762894,0,0.0,0.5201188225762894,0.5201188225762894
N12,0.483968151495588,0.483968151495588,0.483968151495588,0.483968151495588,0.483968151495588,0.483968151495588,0,0.47471486980847805,0.483968151495588,0.483968151495588,0.48353776630083867,0.483968151495588,0,0.483968151495588,0,0,0.4740692920163541,0.483968151495588,0.0077469335054873995,0.4736389068216048,0.47428448461372874,0.3905745642349898,0,0,0.483968151495588,0.483968151495588,0.38433397891112503,0,0,0.48310738110608936,0.47471486980847805,0,0.483968151495588,0,0.0,0.483968151495588,0.483968151495588
P12,0.528190442097727,0.528190442097727,0.528190442097727,0.528190442097727,0.528190442097727,0.528190442097727,0,0.5176302129944514,0.528190442097727,0.528190442097727,0.5258636119563274,0.528190442097727,0,0.528190442097727,0,0,0.5153033828530519,0.528190442097727,0.004653660282799355,0.5176302129944516,0.516198317522821,0.47932700912833376,0,0,0.528190442097727,0.528190442097727,0.47485233577948827,0,0,0.5258636119563274,0.5136925004474674,0,0.528190442097727,0,0.0,0.528190442097727,0.528190442097727
