Sample,cpd00254,cpd00063,cpd00205,cpd00034,cpd00030,cpd00149,cpd19013,cpd10515,cpd00058,cpd00099,cpd00048,cpd00009,cpd09225,cpd11574,cpd00131,cpd00547,cpd00104,cpd00393,cpd00263,cpd00220,cpd00218,cpd03424,cpd00541,cpd19112,cpd00971,cpd00244,cpd00443,cpd01079,cpd03387,cpd00305,cpd15574,cpd00240,cpd00067,cpd10393,cpd00074,cpd00011,cpd11640
G3,59.958289885297205,59.958289885297205,59.958289885297205,58.91553701772682,59.958289885297205,59.958289885297205,0.0,59.958289885297205,58.91553701772682,59.958289885297205,59.48906628395792,58.91553701772682,0.0,58.91553701772682,0.0,0.0,58.342022940563105,4.093323648134908,0.009023327163442457,10.75605701076805,5.849862314364046,58.550573514077186,0.0,0.0,59.958289885297205,58.91553701772682,14.682620966668342,0.0,0.0,58.28996362304487,58.6027111574557,0.0,59.958289885297205,0.0,0.0,59.958289885297205,59.958289885297205
H34,46.35477582845999,46.35477582845999,46.35477582845999,46.35477582845999,46.35477582845999,46.35477582845999,0.0,46.35477582845999,46.35477582845999,46.35477582845999,44.71740399274,46.35477582845999,0.0,46.35477582845999,0.0,0.0,45.692007797270904,3.4124135537022835,0.007070443019689465,9.017652402727308,4.577084968591709,45.65302144249508,0.0,0.0,46.35477582845999,46.12085769980502,11.350559754047548,0.0,0.0,44.171623763045325,44.91228070175435,0.0,46.35477582845999,0.0,0.0,46.35477582845999,46.35477582845999
I34,40.716803760282026,40.716803760282026,40.716803760282026,40.716803760282026,40.716803760282026,40.716803760282026,0.0,40.716803760282026,40.716803760282026,40.716803760282026,39.77676486853075,40.716803760282026,0.0,40.716803760282026,0.0,0.0,39.83548766157462,2.9558452040449565,0.006258715281770677,6.415017075867293,3.989572208645641,39.952996474735606,0.0,0.0,40.716803760282026,40.48178613396005,9.996762328079452,0.0,0.0,39.18925173727053,39.54171562867215,0.0,40.716803760282026,0.0,0.0,40.716803760282026,40.716803760282026
J12,27.828267000940137,27.828267000940137,27.828267000940137,27.45220933876527,27.828267000940137,27.828267000940137,0.0,27.828267000940137,27.45220933876527,27.828267000940137,27.04483988475366,27.45220933876527,0.0,27.45220933876527,0.0,0.0,26.637417737386393,5.996029456222589,0.004001250735838999,8.21660070645748,2.5543273564322657,24.38107176433719,0.0,0.0,27.828267000940137,27.232842369163265,5.759932303101811,0.0,0.0,26.19875469409456,26.04199310560952,0.0,27.828267000940137,0.0,0.0,27.828267000940137,27.828267000940137
J34,39.958858318333846,39.958858318333846,39.958858318333846,39.52687066083835,39.958858318333846,39.958858318333846,0.0,39.958858318333846,39.52687066083835,39.958858318333846,38.827500120123034,39.52687066083835,0.0,39.52687066083835,0.0,0.0,38.13833890460281,4.336908984625668,0.005938035615319085,9.21498163585871,3.8032389266989797,38.3183337618926,0.0,0.0,39.958858318333846,39.08974029313457,9.390662777941383,0.0,0.0,38.05612743472519,37.67549498585763,0.0,39.958858318333846,0.0,0.0,39.958858318333846,39.958858318333846
K12,14.626474442988169,14.626474442988169,14.626474442988169,14.626474442988169,14.626474442988169,14.626474442988169,0.0,14.626474442988169,14.626474442988169,14.626474442988169,14.495417251494013,14.626474442988169,0.0,14.626474442988169,0.0,0.0,13.001310615989485,3.3080967501940552,0.0020149144665961953,3.751445170037589,1.1877492839767398,13.49934469200521,0.0,0.0,14.626474442988169,13.315858453473101,2.970391532991931,0.0,0.0,14.1284640957491,11.926605504587132,0.0,14.626474442988169,0.0,0.0,14.626474442988169,14.626474442988169
L12,25.195030338052582,25.195030338052582,25.195030338052582,25.195030338052582,25.195030338052582,25.195030338052582,0.0,25.195030338052582,25.195030338052582,25.195030338052582,25.021675867477533,25.195030338052582,0.0,25.195030338052582,0.0,0.0,22.99913319849754,8.906928939014414,0.00360275356976197,5.899931098225047,2.2425184413895054,19.27188673793701,0.0,0.0,25.195030338052582,24.15486853510545,4.301604512865532,0.0,0.0,24.18379665225959,22.01675816238081,0.0,25.195030338052582,0.0,0.0,25.195030338052582,25.195030338052582
M12,54.41533891439371,54.41533891439371,54.41533891439371,54.41533891439371,54.41533891439371,54.41533891439371,0.0,54.41533891439371,54.41533891439371,54.41533891439371,54.33432624592756,54.41533891439371,0.0,54.41533891439371,0.0,0.0,53.90224142587089,9.33843200443037,0.00860933809130832,6.253422047468629,5.357963825468832,46.25978935997838,0.0,0.0,54.41533891439371,54.19929786659463,11.969972206787165,0.0,0.0,53.821255772292865,53.17310288954899,0.0,54.41533891439371,0.0,0.0,54.41533891439371,54.41533891439371
N12,50.591779642780246,50.591779642780246,50.591779642780246,50.591779642780246,50.591779642780246,50.591779642780246,0.0,49.66645147406925,50.591779642780246,50.591779642780246,50.54874257064336,50.591779642780246,0.0,50.591779642780246,0.0,0.0,48.50441144824614,11.574618659784337,0.0078100568258933625,5.974772069812795,4.852896510042746,40.13341941037224,0.0,0.0,50.591779642780246,50.355067785668126,10.387211499381296,0.0,0.0,50.39811874502133,47.96642995480951,0.0,50.591779642780246,0.0,0.0,50.591779642780246,50.591779642780246
P12,55.002684804009334,55.002684804009334,55.002684804009334,55.002684804009334,55.002684804009334,55.002684804009334,0.0,53.946661893681785,55.002684804009334,55.002684804009334,54.77000961474309,55.002684804009334,0.0,55.002684804009334,0.0,0.0,52.06729908716666,7.128851329825423,0.008601397125853253,4.36530262736162,5.3501349940595775,48.415965634508716,0.0,0.0,55.002684804009334,54.93109003042781,12.764742662841345,0.0,0.0,54.77000961474309,51.49454089851443,0.0,55.002684804009334,0.0,0.0,55.002684804009334,55.002684804009334
