Sample,cpd00254,cpd00063,cpd00205,cpd00034,cpd00030,cpd00149,cpd19013,cpd10515,cpd00058,cpd00099,cpd00048,cpd00009,cpd09225,cpd11574,cpd00131,cpd00547,cpd00104,cpd00393,cpd00263,cpd00220,cpd00218,cpd03424,cpd00541,cpd19112,cpd00971,cpd00244,cpd00443,cpd01079,cpd03387,cpd00305,cpd15574,cpd00240,cpd00067,cpd10393,cpd00074,cpd00011,cpd11640
G3,0.5834202294056312,0.5703858185610013,0.5834202294056312,0.5703858185610013,0,0.5834202294056312,0,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5834202294056312,0.5834202294056312,0,0,0,0,0.0,0.5547445255474456,0.5557872784150159,0.5703858185610013,0.5834202294056312,0,0,0,0.5834202294056312,0,0.5688216892596457,0,0,0.08759124087591243,0,0,0.5834202294056312,0,0.0,0.5834202294056312,0.5834202294056312
H34,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0,0.4487329434697852,0,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0.4487329434697852,0,0,0,0,0.0,0.4269005847953212,0.429239766081871,0.4487329434697852,0.4487329434697852,0,0,0,0.4487329434697852,0,0.44795321637426866,0,0,0.08732943469785578,0,0,0.4487329434697852,0,0.0,0.4487329434697852,0.4487329434697852
I34,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0,0.3924794359576968,0,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0.3924794359576968,0,0,0,0,0.0,0.37544065804935367,0.3766157461809635,0.3924794359576968,0.3924794359576968,0,0,0,0.3924794359576968,0,0.3924794359576968,0,0,0.06051703877790835,0,0,0.3924794359576968,0,0.0,0.3924794359576968,0.3924794359576968
J12,0.2528987778125979,0.24819805703541203,0.2528987778125979,0.24819805703541203,0,0.2528987778125979,0,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2528987778125979,0.2528987778125979,0,0,0,0,0.0,0.21090567220307108,0.23315575054841736,0.24819805703541203,0.2528987778125979,0,0,0,0.2528987778125979,0,0.24443748041366337,0,0,0.06612347226574745,0,0,0.2528987778125979,0,0.0,0.2528987778125979,0.2528987778125979
J34,0.3813319619439453,0.37464643867318165,0.3813319619439453,0.3759321162252516,0,0.3813319619439453,0,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3813319619439453,0.3800462843918754,0,0,0,0,0.0,0.3512471072255086,0.35510413988171846,0.3759321162252516,0.38056055541270334,0,0,0,0.3813319619439453,0,0.37207508356904173,0,0,0.07945487271792251,0,0,0.3813319619439453,0,0.0,0.3813319619439453,0.3813319619439453
K12,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0,0.11821756225425925,0,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0.11821756225425925,0,0,0,0,0.0,0.10720838794233267,0.11061598951507186,0.11821756225425925,0.11821756225425925,0,0,0,0.11821756225425925,0,0.11743119266055022,0,0,0.03643512450851893,0,0,0.11821756225425925,0,0.0,0.11821756225425925,0.11821756225425925
L12,0.2193007801213521,0.21641144177983232,0.2193007801213521,0.2193007801213521,0,0.2193007801213521,0,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.2193007801213521,0.2193007801213521,0,0,0,0,0.0,0.1568910719445246,0.19907541173071355,0.2193007801213521,0.2193007801213521,0,0,0,0.2193007801213521,0,0.21756717711644022,0,0,0.07252239237214675,0,0,0.2193007801213521,0,0.0,0.2193007801213521,0.2193007801213521
M12,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0,0.5201188225762894,0,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0.5201188225762894,0,0,0,0,0.0,0.4380232244126384,0.5179584120982986,0.5201188225762894,0.5201188225762894,0,0,0,0.5201188225762894,0,0.5201188225762894,0,0,0.06400216041047796,0,0,0.5201188225762894,0,0.0,0.5201188225762894,0.5201188225762894
N12,0.47471486980847805,0.483968151495588,0.483968151495588,0.47471486980847805,0,0.47471486980847805,0,0.47471486980847805,0.483968151495588,0.47471486980847805,0.483968151495588,0.483968151495588,0,0,0,0,0.0,0.38433397891112503,0.47987949214546965,0.483968151495588,0.483968151495588,0,0,0,0.483968151495588,0,0.47428448461372874,0,0,0.06240585323864849,0,0,0.483968151495588,0,0.0,0.483968151495588,0.483968151495588
P12,0.5181671737963129,0.528190442097727,0.528190442097727,0.5181671737963129,0,0.5181671737963129,0,0.5176302129944514,0.528190442097727,0.5176302129944514,0.528190442097727,0.526221585824235,0,0,0,0,0.0005369608018614639,0.47485233577948827,0.5221048863432971,0.528190442097727,0.528190442097727,0,0,0,0.528190442097727,0,0.5181671737963129,0,0,0.04510470735636307,0,0,0.528190442097727,0,0.0,0.528190442097727,0.528190442097727
