seq,1AB,2AB,3AB,4AB,5AB,6AB,7AB
3797250ec58998dfcb3eb43ad12fff82,0,0.01989258,0,0,0,0,0
8414a5712bde54805a0b3e12e1684607,0,0.02983887,0,0,0,0,0
d4bbada602eb08d4609fe2fca3160d40,0,0.06962403,0,0,0,0,0
0c0dcadbd501e2c17ca71995ed0b7ee1,0,0,0,0,0,0,0.108135086
d57543b38df2129448b58807cb5965d0,0,0,0,0,0,0,0.041590418
808f5cd9975425a879bdc9f2084edbe5,0,0.02983887,0,0,0,0,0
fc6ec62c32ebdbdcb0e50a48f05c4545,0,0.07957032,0,0,0,0,0
c259cda388580d886e6cbb43a1272e68,0,0.208872091,0,0,0,0,0
699a503fd68b2f5483101066d6895dcd,0,0.08951661,0,0,0,0,0
07ab589574a5adeae211c91efb58a71f,0,0,0,0,0,0,0.033272334
1b466e68d3565173e45948bb92dc4bc1,0,0.03978516,0,0,0,0,0
9911474e3c7b9e7a8a86278be3741e31,0,0.06962403,0,0,0,0,0
d32b216fc90bc092634d87dbc9e8baab,0.030229746,0.527153372,0,0,0,0,0
58110345812f524d9a669d08b86d638e,0,0.03978516,0,0,0,0,0
e27e3671c48f3fc26fc25bfb66487cbc,0,0.01989258,0,0,0,0,0
a77c9d2b8200bef0d694237279a593f8,0,0.04973145,0,0,0,0,0
22fa460af93a84061844f0660d43797e,0,0.586831112,0,0,0,0,0
5f76a3b05585da3a513858cce5fa4aad,0,0.308334991,0,0,0,0,0
